body,idPrestataire,isRead,title,idTransaction,updatedAt,uid,createdAt
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407125,ZTirGiRrrKVxtRUNl4lJyMle1SA2,1714834407125
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182493,hCdTFK1Nc8ffuO2JsJPLosOntiv2,1714834182493
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182546,VI8b1R09sxWXgS6ASxLlar32p8g1,1714834182546
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407106,texfjQ9i92hoVnTRxxgcPCh5trH3,1714834407106
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407112,rwBJZjrsiQPybyqN0S5CWnHgYAr1,1714834407112
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407200,k1Yun0hvAOOcyD1jCwILbNc79Of2,1714834407200
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1715886221999,uAncaFrlwHdOlav3P7h4cAm3bMJ3,1714834407153
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407120,3TrbbY1nlzc5RETzP3uDg3hKdXf1,1714834407120
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407186,7ImHxlvTNbhrgYsjSrtFzYuL4J52,1714834407186
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,fw07RwRkAumA0GQFtC2p1709923871354,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709925049147
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407205,yQ1j9k7yBLXtO4ZD5Z3ps21pdaH3,1714834407205
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182544,67b8CsKmJtQbKYVCVj51TCOv6f53,1714834182544
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182489,CgnpQ0n83ifb8W2p2Kxd9LBVbor1,1714834182489
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,IY34zjAhWsy6WoHSOPNe1711019198351,1711463265647,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1711453504102
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182524,PTXcqJReYhOyeFCoEcNu8Vx0Hsw2,1714834182524
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407162,yEksuS5rOcUQtHJyA5BxzUy2Cu52,1714834407162
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182488,KZGCBDTlHFZNcBMnBFvS9G5ZmIE3,1714834182488
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407129,o4e1z62WkAZgOiok7Y8SJF4qVrg2,1714834407129
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182546,wxCbWFyFGySEo7m4BvY7yn92Ox32,1714834182546
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407130,4liWB7k4dLaAuNUJp9ZRTZw4wBy2,1714834407130
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407208,8jTrdm3t3lUXZUSjGqMqPjKXCPH2,1714834407208
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407194,AEVtLZz4dqTgkKSAsNmACLHGcxh1,1714834407194
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182544,oQ0WpLa1sNdQaDUJYJgCLj2377D2,1714834182544
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182485,a00MDhKkKHNDTJVjRA4dY3DUoUC2,1714834182485
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407193,opCvLx8meYPzAr5kG6xTREGFdtC3,1714834407193
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407138,J3AFb762XOZb0BokikK4B3pq1xt1,1714834407138
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,dxfo8TkF5A3CKI2vItiF1709468450427,1709472195423,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709472160078
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,AOpbBhTnMDPSJgpaQfAk1709922753729,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709924809570
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407200,Mot8NzVcLPZtgFgxAwyOf6gJwZz2,1714834407200
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,83U9ZKlNiXMJsQiM9xCj1709549372795,1709550479628,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709550262673
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407132,st2wQgTQJ2YAq0F9wY9Y7ra33x13,1714834407132
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1715953711907,313VQeWKBWVSt90xfJKK0Y803ga2,1714834407185
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,3XEYqtsMUX6f1nhovv4t1714828472070,1714828715407,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1714828601000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,PLOtUCA7uvU7RdZb0qBN1706119676875,1707219585276,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707124746000
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407165,TEc04rr4g9grJrs7UdLkcwVzXRy2,1714834407165
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,GfwgI1Pxde9LVzhd41Ne1709473064814,1709474175488,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709474143000
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,xiDAyGPF2yseGScG4PM41709549862401,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555055000
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1714834581413,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714834552027
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,9oD5opqsjjvyMH2F1pvF1709472887491,1709472952189,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709472945000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182530,WXsbwC1j86PWCqcyU9PykgL2KSW2,1714834182530
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,EtMM9a62IEbH5Z3lseYO1706890693829,1706953468927,914umpyeZkY5lglo8KGumeZWF002,1706890774000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Vous êtes liés a une transaction,KdKw7WOV0ORmmBrrbALV1707326900402,1707391960985,6vKFwEf8eMRFjjSNrjJhssgZ15X2,1707327047000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,b1iPERhr41GG4TeEThUW1720111025015,1720111392393,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720111097000
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,UCzTPuVoAeJoOv8hdDnF1710780971911,1711463265647,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1711457695000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,EPmnuQmfHIfe2EfYInGm1709474790296,1709495373417,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709495327000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,uOekcgQLKxORtGK11N3m1710782054941,1712672160311,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1712672155000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,fXBZzkKzXzYEXSaPmhNUQhw0Drx1,1714834182552
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182547,8Xu97OrrJIWOvWLI5ZsLp7dQnOs2,1714834182547
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,tt6LK6DGESZJXB9V1ROk1709736239768,1709918417960,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709736328000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,DCCvRkwzcWFbZzzlGPRG1706777578175,1706777938332,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706777926000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182550,p3K1MrGhcHXnbj5PGPmArl5flPo1,1714834182550
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,bHAgXoqp5c5HpVoxpeZC1714833555358,1715786525024,914umpyeZkY5lglo8KGumeZWF002,1715783454103
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,G84A9GyQH2I0X8VSrsyN1715788830980,1715788897538,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715788893000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,a19bwyH46bvHaQ3LwVW41714410768354,1714411043917,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714410853000
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,xiDAyGPF2yseGScG4PM41709549862401,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555065000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,OAMBR40ICkAECQaJXDNY1709634746333,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709736000000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,WGaIWYTuMNFNFnuxTdva1715785590140,1715796434683,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715796424000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,OAMBR40ICkAECQaJXDNY1709634746333,1709634937251,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709634813000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,lR6kWBbBejwfs1mdeCud1715886550474,1715926829975,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715886650000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,a19bwyH46bvHaQ3LwVW41714410768354,1714835476336,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714835436000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,fw07RwRkAumA0GQFtC2p1709923871354,1709923947103,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709923937000
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,TvxbAf6QXq03OYr5j4ii1709553075052,1709555288929,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555078000
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,xiDAyGPF2yseGScG4PM41709549862401,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709555070000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,KncuxQLZ5sYE4FBvfyRUhaJuBh43,1714834182548
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,GfwgI1Pxde9LVzhd41Ne1709473064814,1709579698795,914umpyeZkY5lglo8KGumeZWF002,1709474042165
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,WGaIWYTuMNFNFnuxTdva1715785590140,1715786390832,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1715785663000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,fw07RwRkAumA0GQFtC2p1709923871354,1710578040401,914umpyeZkY5lglo8KGumeZWF002,1709925163000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",,True,Transaction Initiée,,1706631909229,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706623968000
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,4G5Sz9LAZOtjqrmBNJD61706719509508,1706890090524,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706889937249
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,wZXnA8aOnYvuMdvqMkqR1706716623082,1706953468928,914umpyeZkY5lglo8KGumeZWF002,1706889522000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,mJjdyXjzCSMwSYO6rrTW1716027143611,1716027612871,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1716027213000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182529,Fw8qfuqJVGZgEVdrmJK7B4sDdPu2,1714834182529
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,cwM09NjNpLfLzosfKGNW1716028023248,1716030733527,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716028298464
Transaction de M./Mme Ngandeu pour M./Mme ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,1L0jla5Av2LzmLkpGXBh1720105016646,1720105268291,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1720105267000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,83U9ZKlNiXMJsQiM9xCj1709549372795,1709549644255,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709549638000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,qLsUWFeFmYtWiwlYoJtQ1709549084691,1709549203773,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709549138000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,wZXnA8aOnYvuMdvqMkqR1706716623082,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706716674000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,OeGwTf0qc3lOV2B7LUyF1721053418248,1721065226758,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1721060514000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,Ps7AlTd1XWV4jTVaE5bg1716121557266,1716121660640,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716121653000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,EtMM9a62IEbH5Z3lseYO1706890693829,1706890868530,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706890775000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,VuBCdrOYIuPWMrjl3rOoBZucxWg2,1714834182552
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,1Vv4z1DsYsnvfya13THS1714827782236,1714835715449,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714835679000
Transaction de M./Mme Ngandeu pour M./Mme KENOUYA ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,b1iPERhr41GG4TeEThUW1720111025015,1720111294043,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1720111097000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,dLqOzifHrwStJxVnMnkc1714833185370,1714833307837,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714833294000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",6vKFwEf8eMRFjjSNrjJhssgZ15X2,True,Transaction Initiée,Bw0kMM74d6aQnmuaF48c1707397474032,1707397570685,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1707397548000
Transaction pour M./Mme kamssu a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,TvxbAf6QXq03OYr5j4ii1709553075052,1709555288930,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709553287000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,a19bwyH46bvHaQ3LwVW41714410768354,1714836005582,914umpyeZkY5lglo8KGumeZWF002,1714835437000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182522,o4e1z62WkAZgOiok7Y8SJF4qVrg2,1714834182522
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,6Iaf6vg4MC1ss4TIAOe91709735322204,1709735410172,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709735391000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,RRWzcx5zHnlyj92mSU2g1709922706818,1709922985943,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709922897000
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,3XEYqtsMUX6f1nhovv4t1714828472070,1714828835235,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1714828600000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,fIv7Grvs91w2UETHQIBn1720109469063,1720109544252,qMHVQGPKvNMdZLX8YnPH29ZYoyG3,1720109537000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,WGaIWYTuMNFNFnuxTdva1715785590140,1715785811535,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715785663000
Transaction pour M./Mme  a échoué,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement échoué,7e2rQKAPpKDyPcd3AOx31710780850130,1710782684792,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1710782676000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,WGaIWYTuMNFNFnuxTdva1715785590140,1719478559537,914umpyeZkY5lglo8KGumeZWF002,1715796424000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,OBnlDrXOKOV00ppw6lK11709390842637,1709579698799,914umpyeZkY5lglo8KGumeZWF002,1709390951000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,dxfo8TkF5A3CKI2vItiF1709468450427,1709472287005,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1709472275000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,wZXnA8aOnYvuMdvqMkqR1706716623082,1706889548344,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706889522000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,1Vv4z1DsYsnvfya13THS1714827782236,1714828138192,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714828133000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,eTcVFgkfgWbral2wlN32IYH3RXq2,1714834182549
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,EPmnuQmfHIfe2EfYInGm1709474790296,1709495200535,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709495155004
Transaction de M./Mme Ngandeu pour M./Mme kamssu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous êtes liés a une transaction,a19bwyH46bvHaQ3LwVW41714410768354,1714825685611,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1714410853000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,1Vv4z1DsYsnvfya13THS1714827782236,1714828138192,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714828133000
Votre mobile money a été crédité.,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement finalisé,EtMM9a62IEbH5Z3lseYO1706890693829,1707511690308,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,1706890992000
La transaction a été REFUSÉE par le prestataire House Innovation/IT Services/Douala,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction REFUSÉE par le Prestataire,AFZrq5WE0SImq590hmEs1709661056763,1709736186458,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709735946000
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Vous avez reçu une transaction,6qJ0M81O26HvXs80LYQ51709541246816,1709922365683,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1709541370000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,AOpbBhTnMDPSJgpaQfAk1709922753729,1709923031759,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709922999000
Le prestataire a reçu le paiement. Merci d'utiliser Dhoola ,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Paiement reçu par le Prestataire,EtMM9a62IEbH5Z3lseYO1706890693829,1706891011681,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706890992000
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182527,TLsS3D06ptffmsdaufadTYRXB7r2,1714834182527
Transaction de M./Mme Ngandeu,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,False,Vous avez reçu une transaction,b1iPERhr41GG4TeEThUW1720111025015,1720111097000,is374p6NnHNF6Xu4obrSYzCYZTc2,1720111097000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,6qJ0M81O26HvXs80LYQ51709541246816,1709541493408,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709541370000
vous pouvez envoyer le code d’identification à votre bénéficiaire en utilisant le bouton de partage de la transaction. Cliquez ici pour accéder à la transaction!,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Astuce Dhoola,U3wjbFBA9PSHX1TITFub1720107034830,1720109417276,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720107090000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,mJjdyXjzCSMwSYO6rrTW1716027143611,1716027263196,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1716027214000
"M./Mme Ngandeu, Dhoola vous remercie pour votre confiance.",Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Transaction Initiée,IWXvHpwlDYlnRoijA5Hh1709541650039,1709541761014,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709541725000
